city,state,latitude,longitude
Bixby Corner,PA,41.94202,-76.36133
Bixler,PA,40.37036,-77.40249
Black,PA,41.81952,-76.43855
Black Ash,PA,41.59117,-79.90033
Black Creek Junction,PA,40.93175,-75.82242
Black Diamond,PA,40.19257,-79.90227
Black Lick,PA,40.4725,-79.18688
Black Ridge,PA,40.45479,-79.85255
Blackburn,PA,40.38951,-79.74727
Blackburn (historical),PA,40.24451,-79.77227
Blackhawk,PA,40.71312,-80.45618
Blacklog,PA,40.42397,-77.68082
Blacks,PA,41.20812,-79.75783
Blacks Corner,PA,41.68728,-80.18923
Blackstone,PA,40.66201,-79.65199
Blacktown,PA,41.16673,-80.17339
Blackwood,PA,40.64176,-76.32717
Blain,PA,40.33842,-77.51249
Blain City,PA,40.75645,-78.53308
Blackwell,PA,41.55646,-77.37915
Blainsburg,PA,40.0323,-79.88088
Blainsport,PA,40.28065,-76.13967
Blaine Hill,PA,40.27368,-79.87505
Blair Mill Village East,PA,40.18344,-75.11628
Blair Mill Village West,PA,40.18011,-75.12128
Blairfour,PA,40.53257,-78.16834
Blairs Corners,PA,41.18312,-79.56394
Blairs Mills,PA,40.28369,-77.71832
Blairsville,PA,40.43118,-79.26087
Blakely,PA,41.48091,-75.59463
Blakes,PA,41.69119,-77.02636
Blakeslee,PA,41.09259,-75.59269
Blakeslee Estates,PA,41.10925,-75.56963
Blanchard,PA,40.65729,-79.82839
Blandburg,PA,40.68701,-78.41085
Blandon,PA,40.4412,-75.88687
Blanket Hill,PA,40.76506,-79.42226
Blanco,PA,40.77673,-79.35421
Bleakley Hill,PA,41.40478,-79.82617
Blawnox,PA,40.4934,-79.86061
Bliem Corners,PA,41.13925,-75.97853
Bloomburg Village,PA,40.30009,-76.81469
Bloomfield,PA,40.4609,-79.95089
Blooming Glen,PA,40.36955,-75.24823
Blooming Valley,PA,41.68117,-80.04089
Bloomingdale,PA,40.82481,-75.8502
Bloomington,PA,41.33064,-75.47657
Bloomsburg,PA,40.42954,-76.01327
Bloomsdorf,PA,40.75673,-77.88306
Blossburg,PA,41.67952,-77.06386
Blosserville,PA,40.24009,-77.36221
Blossom Hill,PA,40.0901,-76.32051
Blough,PA,40.17174,-78.90808
Blowtown,PA,41.2959,-78.93476
Blue Ball,PA,40.92756,-78.28002
Blue Bell,PA,40.15233,-75.26629
Blue Goose,PA,40.58562,-78.81864
Blue Grass,PA,40.06567,-75.02739
Blue Jay,PA,41.5509,-79.1281
Blue Knob,PA,40.35452,-78.55363
Blue Mountain Pines,PA,40.90232,-75.2424
Blue Ridge,PA,40.13122,-74.86628
Blue Ridge Manor,PA,40.33176,-76.78636
Blue Marsh (historical),PA,40.36731,-76.03633
Bluestone,PA,41.38063,-77.43998
Blytheburn,PA,41.12564,-75.95353
Blythedale,PA,40.24924,-79.80088
Boalsburg,PA,40.77562,-77.7925
Boardman,PA,40.87784,-78.46335
Bob White Farms,PA,40.07344,-75.37297
Bobbys Corners,PA,41.20145,-80.4559
Bocktown,PA,40.5434,-80.30006
Bodines,PA,41.45035,-76.97247
Boggstown,PA,40.07425,-77.81333
Boggsville,PA,40.75895,-79.67088
Bogus Corners,PA,42.06006,-79.93116
Bohemia,PA,41.49703,-75.06739
Boiling Springs,PA,40.14981,-77.12831
Bolivar,PA,40.39701,-79.1517
Boltz,PA,40.4209,-79.00281
Bon Meade,PA,40.54618,-80.24006
Bonair,PA,40.1865,-75.09767
Bondsville,PA,40.02177,-75.7605
Bonneymeade Farm,PA,40.26426,-76.82025
Bonnie Brook,PA,40.86645,-79.82922
Bonny Brook,PA,40.17814,-77.18554
Bonnymeade,PA,40.36229,-80.35812
Bonus,PA,41.11756,-79.71644
Booher Corners,PA,41.34783,-80.01728
Booker,PA,40.85256,-78.43752
Boon Terrace,PA,40.24729,-80.19811
Boone,PA,40.00925,-78.84836
Booneville,PA,41.02007,-77.35748
Boot Jack,PA,41.38145,-78.68642
Boquet,PA,40.38146,-79.60226
Bordell,PA,41.87534,-78.53669
Bordnersville,PA,40.44426,-76.53052
Borie,PA,41.6859,-77.95222
Borland Manor,PA,40.25951,-80.15922
Bossardsville,PA,40.92787,-75.27129
Boston,PA,40.31201,-79.8231
Bossards Corner,PA,40.77454,-75.52907
Boston Run,PA,40.80314,-76.18911
Boswell,PA,40.16147,-79.02892
Boulevard Manor,PA,41.24675,-75.83075
Boulton,PA,40.77426,-75.28796
Bourne Mills,PA,41.80257,-76.63023
Bovard,PA,41.07367,-79.97172
Bow,PA,40.46035,-79.35948
Bower,PA,40.89478,-78.67531
Bower Hill,PA,40.3734,-80.09367
Bowers,PA,40.48732,-75.74214
Bowdertown,PA,40.7609,-78.84781
Bowersville,PA,40.92284,-78.8642
Bowie,PA,41.25811,-80.10617
Bowman Creek,PA,41.4298,-76.01937
Bowmans,PA,40.82398,-76.13938
Bowmansdale,PA,40.1662,-76.97803
Bowmanstown,PA,40.79982,-75.66185
Bowmansville,PA,40.19676,-76.01744
Boyce,PA,40.31785,-80.11006
Boyd,PA,40.93564,-76.59801
Boyds Mills,PA,41.64064,-75.14017
Boydtown,PA,40.78814,-76.52968
Boyer,PA,40.31507,-80.03005
Boydstown,PA,40.93784,-79.84616
Boyers,PA,41.10839,-79.89894
Boyers Junction,PA,40.44065,-75.77019
Boyertown,PA,40.33371,-75.63741
Brackenridge,PA,40.60812,-79.74116
Braddock,PA,40.4034,-79.86838
Braddock Hills,PA,40.41729,-79.86505
Bradenville,PA,40.32146,-79.34004
Bradford,PA,41.9559,-78.64392
Bradford Hills,PA,40.00316,-75.64799
Bradford Woods,PA,40.63757,-80.08172
Bradley Junction,PA,40.55174,-78.66697
Brackney,PA,41.9898,-75.92686
Bradleytown,PA,41.55589,-79.86144
Bradys Bend,PA,40.99645,-79.62949
Braeburn,PA,40.19009,-76.65969
Brallier,PA,40.06925,-78.33196
Bramcote,PA,40.24343,-75.69186
Banbury Cross,PA,40.30787,-76.72053
Branch Dale,PA,40.66926,-76.32273
Brainerd Center,PA,40.94926,-75.29685
Branchton,PA,41.07256,-79.98561
Branchville,PA,41.96006,-80.14089
Brandamore,PA,40.05371,-75.81994
Brandon,PA,41.31617,-79.85061
Brandonville,PA,40.86092,-76.16605
Brandt,PA,41.95953,-75.5449
Brandtsville,PA,40.14315,-77.06192
Brandy Camp,PA,41.32089,-78.68753
Brandywine,PA,40.01121,-76.77025
Brandywine Manor,PA,40.06149,-75.80966
Brandywine Village,PA,40.09733,-75.37213
Branningville,PA,41.62064,-75.08795
Braznell,PA,40.0248,-79.85366
Breadysville,PA,40.21844,-75.05795
Breakneck,PA,40.04091,-79.54059
Bredinsburg,PA,41.39478,-79.77255
Bredinville,PA,40.84673,-79.91061
Breedtown,PA,41.60006,-79.70783
Breezy Acres,PA,40.97981,-76.428
Breezy Corner,PA,40.4112,-75.84631
Brenizer,PA,40.40035,-79.26809
Brent,PA,41.11367,-80.16701
Brentwood,PA,40.37063,-79.97477
Breslau,PA,41.23342,-75.93464
Bressler,PA,40.22953,-76.81997
Bretonville,PA,40.85201,-78.56586
Brevard,PA,40.26174,-80.26784
Breinigsville,PA,40.53676,-75.6313
Briar Creek,PA,41.04592,-76.28216
Briar Crest Woods,PA,41.04814,-75.54269
Briarly,PA,40.85089,-77.89639
Brick Church,PA,40.68618,-79.45532
Brick Tavern,PA,40.45649,-75.38462
Bricker Crossroads,PA,40.7409,-79.72449
Brickerville,PA,40.22593,-76.30246
Bridesburg,PA,40.00039,-75.06962
Bridge Valley,PA,40.27955,-75.08434
Bridgeburg,PA,40.86923,-79.48393
Bridgetown,PA,40.36677,-75.28629
Bridge Point,PA,40.28316,-75.13017
Briggsville,PA,41.04092,-76.13743
Brighton Heights,PA,40.47785,-80.03589
Brightwood,PA,40.34063,-80.03255
Brinker,PA,40.82951,-79.82978
Brinkerton,PA,41.07729,-79.35949
Brintons Corners,PA,40.85284,-80.18201
Brisbin,PA,40.83811,-78.35446
Bristol,PA,40.10067,-74.85183
Bristol Terrace Number One,PA,40.11455,-74.85266
Bristol Terrace Number Two,PA,40.11955,-74.85516
Brittains Corner,PA,40.10011,-75.47825
Brittany Farms,PA,40.27594,-75.20795
Britton Run,PA,41.79478,-79.74227
Broad Acres,PA,41.177,-80.08367
Broad Ford,PA,40.0473,-79.60837
Broad Axe,PA,40.139,-75.24407
Broad Top City,PA,40.2023,-78.14084
Broadview,PA,40.61173,-79.77422
Broadway,PA,41.2473,-76.21465
Broadlawn Highlands,PA,40.32618,-80.07228
Brockport,PA,41.25978,-78.72669
Brockton,PA,40.74842,-76.06854
Brockway,PA,41.24923,-78.79947
Brodhead,PA,40.68065,-75.34101
Brodheadsville,PA,40.92454,-75.39379
Brommerstown,PA,40.59759,-76.1555
Brookdale,PA,41.9773,-75.8113
Brookhurst Estates,PA,41.35786,-75.56074
Brookland,PA,41.82896,-77.79749
Brooklawn,PA,40.0901,-76.30051
Brooklyn,PA,41.75119,-75.80686
Brooks Mill,PA,40.37369,-78.42279
Brookside,PA,40.33201,-80.05533
Brookston,PA,41.61756,-78.97837
Brookville,PA,41.16117,-79.08309
Brookwood,PA,40.09567,-74.93572
Broughton,PA,40.3259,-79.98644
Broughton Hollow,PA,41.66896,-77.31164
Brown Hill,PA,41.79089,-79.93228
Brownbacks,PA,40.17482,-75.61825
Brownlee,PA,41.66785,-77.25692
Browns,PA,41.3448,-75.72825
Browns Crossroads,PA,40.92729,-79.62727
Browns Mill,PA,40.30259,-75.78158
Brownsburg,PA,40.31816,-74.92017
Brownsdale,PA,40.77395,-79.96645
Brownstown,PA,40.5484,-79.5131
Browntown,PA,41.65091,-76.24021
Bruceton,PA,40.31813,-79.97977
Bruin,PA,41.05478,-79.72672
Brumbaugh,PA,40.17952,-78.47057
Brumbaugh Crossing,PA,40.39146,-78.13501
Brunnerville,PA,40.18482,-76.28468
Brush Valley,PA,40.53618,-79.06642
Brushton,PA,40.45674,-79.89394
Brushville,PA,41.81008,-76.18771
Bryan Hill Manor,PA,40.64284,-79.13059
Bryan Mill,PA,41.26258,-76.71412
Bryant,PA,40.56701,-79.942
Bryn Athyn,PA,40.1315,-75.06739
Bryn Mawr,PA,40.30396,-80.08672
Buchers Mills,PA,41.76117,-79.16977
Buck Hill Falls,PA,41.18787,-75.26574
Buck Mountain,PA,40.98009,-75.81297
Buckeye,PA,40.12202,-79.55032
Buckhorn,PA,40.54757,-78.4814
Buckingham,PA,40.32372,-75.05989
Buckingham Valley,PA,40.30983,-75.04961
Buckmanville,PA,40.31511,-74.97433
Bucknell,PA,40.95758,-76.9083
Bucksville,PA,40.50649,-75.18767
Bucksville Manor,PA,40.51205,-75.18906
Bucktoe,PA,40.194,-74.906
Bucktown,PA,40.17482,-75.66214
Buckstown,PA,40.07119,-78.86169
Budaville,PA,40.16202,-80.46618
Buena Vista,PA,40.27729,-79.79921
Buffalo,PA,40.22646,-80.36034
Budds Place,PA,40.01731,-78.15056
Buffalo Crossroads,PA,40.96342,-76.96886
Buffalo Run,PA,40.82839,-77.96223
Buffalo Springs,PA,40.29204,-76.33468
Buhls Station,PA,40.79868,-80.02562
Bulger,PA,40.3784,-80.32784
Bull Tavern,PA,40.11733,-75.48713
Bullion,PA,41.24645,-79.89755
Bullis Mills,PA,41.98479,-78.35085
Bully Hill,PA,41.36895,-79.82617
Bumpville,PA,41.90424,-76.38577
Bunches,PA,40.18148,-76.87858
Bungalow Park,PA,40.58204,-75.52602
Bunker Hill,PA,40.43758,-77.53638
Bunkertown,PA,40.65091,-77.24138
Bunola,PA,40.23729,-79.95061
Burd Coleman Village,PA,40.26676,-76.41802
Burds Crossing,PA,40.32868,-79.31142
Burgettstown,PA,40.38201,-80.39284
Burholme,PA,40.06122,-75.08323
Burlington,PA,41.7798,-76.60745
Burly,PA,40.89784,-78.34613
Burnham,PA,40.63868,-77.56861
Burnt Cabins,PA,40.07814,-77.89555
Burrell,PA,40.41701,-79.26615
Burrows,PA,41.69368,-77.74971
Bursonville,PA,40.53788,-75.24018
Burnwood,PA,41.78619,-75.50685
Burtville,PA,41.78895,-78.20501
Bush Addition,PA,40.90478,-77.78889
Bush Patch,PA,41.37369,-75.74658
Bushkill,PA,41.09343,-75.00184
Bushkill Center,PA,40.79371,-75.32462
Bustleton,PA,40.08261,-75.03156
Butler,PA,40.86118,-79.89533
Butler Junction,PA,40.6734,-79.69366
Buttermilk Falls,PA,40.26368,-79.29087
Butternut Grove,PA,41.35397,-76.89746
Buttonwood,PA,41.22203,-75.94242
Butts,PA,41.02728,-77.91112
Buyerstown,PA,40.01149,-76.04579
Byberry,PA,40.15483,-75.06628
Butztown,PA,40.65315,-75.32796
Byerly,PA,40.34562,-79.76366
Byers,PA,40.07816,-75.68076
Byers Corner,PA,40.97645,-79.79755
Byersdale,PA,40.62368,-80.2245
Byrnedale,PA,41.292,-78.50419
Byrnsville,PA,40.79648,-76.33911
Byromtown,PA,41.52423,-79.05032
C V Junction,PA,41.9823,-77.1233
C and M Junction,PA,41.08395,-78.75781
Cabel,PA,40.81481,-76.58579
Cable Hollow,PA,41.96367,-79.08254
Cacoosing,PA,40.34981,-76.00799
Cabot,PA,40.76479,-79.76644
Cadogan,PA,40.75395,-79.58116
Cadis,PA,41.97896,-76.24243
Cains,PA,40.02705,-75.95412
Cairnbrook,PA,40.11897,-78.81808
Caketown,PA,40.87092,-76.78552
Caldwell,PA,41.40008,-77.04469
Calico Corner,PA,40.12872,-74.96878
California,PA,41.06675,-76.72635
California Furnace,PA,40.19174,-79.20809
California Kirkbride,PA,40.46201,-80.02478
Calkins,PA,41.65537,-75.15545
Callapoose,PA,41.37147,-75.40518
Callery,PA,40.74062,-80.03645
Callensburg,PA,41.1259,-79.55838
Caln Meeting House,PA,40.00733,-75.76439
Calumet,PA,40.2109,-79.48532
Calvert,PA,41.40035,-76.96635
Calvert Hills,PA,40.51868,-78.41112
Calvin,PA,40.33674,-78.02723
Cambra,PA,41.19814,-76.30577
Cambria City,PA,40.34007,-78.9303
Cambridge,PA,40.08149,-75.93744
Cambridge Springs,PA,41.80367,-80.05644
Camden,PA,40.33979,-79.89699
Camelot Forest,PA,41.10009,-75.57324
Cameron,PA,41.45423,-78.17556
Cammal,PA,41.4034,-77.46304
Camp Hill,PA,40.23981,-76.91997
Camp Hironimus,PA,40.84785,-77.33304
Camp Jo-Ann,PA,40.50812,-79.6806
Campbells Mill,PA,40.46896,-79.2292
Campbelltown,PA,40.27759,-76.58525
Campbellville,PA,41.54813,-76.55384
Canaan Grove,PA,40.28981,-76.26023
Camptown,PA,41.73119,-76.23466
Canadensis,PA,41.19204,-75.25129
Canadohta Lake,PA,41.81367,-79.83477
Canal Center,PA,41.472,-79.93395
Canan,PA,40.46202,-78.42974
Candor,PA,40.39201,-80.30895
Cannelton,PA,40.79895,-80.47562
Cannon Run West,PA,40.10844,-75.3963
Cannon Run,PA,40.09344,-75.38296
Canoe Creek,PA,40.47841,-78.2714
Canoe Furnace,PA,41.18895,-79.51782
Canoe Ridge,PA,40.86368,-78.93587
Canonsburg,PA,40.26257,-80.18728
Canton,PA,41.65646,-76.85329
Canyon Vista,PA,41.46619,-76.56467
Caprivi,PA,40.24398,-77.23165
Carbon,PA,41.6498,-76.66162
Carbon Center,PA,40.87312,-79.79339
Carbondale,PA,41.57369,-75.50185
Cardiff,PA,40.49507,-78.83391
Carley Brook,PA,41.62787,-75.23517
Carlisle,PA,40.20148,-77.18887
Carlisle Junction,PA,40.12426,-77.17665
Carlim,PA,40.48702,-78.16973
Carlson,PA,41.58395,-78.8392
Carlisle Springs,PA,40.27092,-77.16443
Carman,PA,41.36589,-78.82448
Carmona,PA,41.12228,-80.10284
Carlton,PA,41.47616,-80.01978
Carney,PA,40.30646,-79.44698
Carnwath,PA,40.86339,-78.51225
Carnot,PA,40.51701,-80.22145
Carpenter,PA,40.05233,-75.20018
Carpenter Hollow,PA,41.54813,-75.81658
Carpenter Town,PA,41.56202,-75.7088
Carpentertown,PA,40.18535,-79.51643
Carriage Stop,PA,40.09928,-74.93211
Carrick,PA,40.39646,-79.99033
Carrick Valley,PA,40.05981,-77.86527
Carroll Manor,PA,40.13426,-77.0122
Carrolltown,PA,40.60285,-78.70863
Carrolltown Road,PA,40.59757,-78.7278
Carsonville,PA,40.48425,-76.76691
Carter,PA,41.11978,-80.03172
Carsontown,PA,41.40785,-77.33275
Cartin,PA,40.58508,-76.84914
Cartwright,PA,41.27451,-78.73086
Cartwrights Crossing,PA,41.6684,-78.7492
Carversville,PA,40.38649,-75.06267
Carverton,PA,41.3373,-75.86492
Casanova,PA,40.95478,-78.16751
Cascade,PA,41.73647,-75.3774
Casey Highlands,PA,40.17955,-75.06462
Casey Village,PA,40.19511,-75.04711
Cassandra,PA,40.40868,-78.64057
Castanea,PA,41.12479,-77.4297
Castle Garden,PA,41.33145,-78.14028
Cassville,PA,40.29313,-78.02695
Castle Rock Acres,PA,41.09287,-75.10907
Castle Rocks,PA,41.09785,-77.24164
Castle Shannon,PA,40.36479,-80.02228
Castle Valley,PA,40.28733,-75.15906
Catalina,PA,40.28926,-76.81969
Catasauqua,PA,40.65482,-75.47463
Castlewood,PA,40.92506,-80.27423
Catawissa,PA,40.95203,-76.45967
Catfish,PA,41.00645,-79.58671
Cavettsville,PA,40.37562,-79.76116
Cease Mills,PA,41.25258,-76.02715
Ceasetown,PA,41.25786,-76.01298
Cecil,PA,40.32951,-80.17089
Cedar Cliff,PA,40.22842,-76.90275
Cedar Grove,PA,40.27843,-75.61629
Cedar Heights,PA,40.08428,-75.28935
Cedar Hill,PA,40.65396,-77.62999
Cedar Knoll,PA,40.03177,-75.82717
Cedar Ledge,PA,41.63952,-76.87052
Cedar Pines,PA,41.50951,-77.45609
Cedar Point,PA,40.17009,-76.88636
Cedar Hollow,PA,40.07261,-75.5227
Cedar Run,PA,41.52257,-77.44581
Cedar Springs,PA,41.08146,-77.47971
Cedarbrook,PA,40.07799,-75.17675
Cedarbrook County Home,PA,40.57676,-75.54463
Cedars,PA,40.21261,-75.36851
Cedarville,PA,40.22704,-75.67158
Celia,PA,40.81506,-80.22867
Cementon,PA,40.68926,-75.50768
Centennial Acres,PA,40.34842,-76.82469
Center,PA,40.47757,-79.75894
Center Corner,PA,41.95617,-80.44729
Center Bridge,PA,40.40038,-74.97961
Center Hill,PA,40.79756,-79.57866
Center Moreland,PA,41.42008,-75.9302
Center Road,PA,41.712,-80.41701
Center Square,PA,40.1051,-76.19968
Center Union,PA,40.5384,-77.96084
Center Valley,PA,40.70729,-79.56977
Centerport,PA,40.4862,-76.00744
Centertown,PA,41.22867,-80.0445
Centerville (historical),PA,40.38952,-79.07336
Central,PA,41.29675,-76.373
Central City,PA,40.95006,-77.79667
Central Highlands,PA,40.27396,-79.8306
Central Oak Heights,PA,41.01147,-76.87024
Centre,PA,40.54425,-77.31027
Centre Hall,PA,40.84756,-77.68611
Centre Hill,PA,40.81868,-77.64666
Centreville,PA,40.51926,-75.54546
Century,PA,40.01035,-79.88588
Cereal,PA,40.31451,-79.72366
Cessna,PA,40.09452,-78.52557
Centralia,PA,40.80425,-76.3405
Cetronia,PA,40.58676,-75.52963
Chaffee,PA,41.58034,-78.93392
Chain,PA,40.73759,-75.9452
Chaintown,PA,40.09702,-79.65532
Chalfant,PA,40.40868,-79.83894
Chalfont,PA,40.28844,-75.20906
Challenge,PA,41.28867,-78.68892
Chalybeate,PA,40.02814,-78.48474
Chambers Mill,PA,40.09952,-80.24339
Chambersville,PA,40.70534,-79.15781
Chamouni,PA,40.05868,-79.8731
Champion,PA,40.42257,-80.29089
Chapel,PA,40.43621,-75.54546
Chandlers Valley,PA,41.93422,-79.30366
Chapman,PA,40.58926,-75.6038
Chapman Lake,PA,41.54925,-75.59797
Chapmanville,PA,41.59311,-79.83811
Charleston,PA,41.237,-80.36034
Charleroi,PA,40.13785,-79.8981
Charlottsville,PA,40.64479,-78.27696
Charlton,PA,41.1784,-77.35053
Charming Forge,PA,40.38954,-76.17217
Charter Oaks,PA,42.08839,-80.13756
Charteroak,PA,40.67784,-77.90945
Charlies Grove,PA,40.53118,-78.89336
Chartwood,PA,40.26509,-76.78803
Chatham Run,PA,41.17146,-77.36525
Checkerville,PA,41.91007,-76.76023
Chelten Hills,PA,40.07872,-75.14684
Cheltenham,PA,40.06094,-75.09406
Cheltenham Village,PA,40.06678,-75.09962
Chemung,PA,41.59063,-76.83885
Cherry City,PA,40.49479,-79.96283
Cherry Corner,PA,40.88589,-78.64114
Cherry Flats,PA,41.73174,-77.17469
Cherry Grove,PA,40.29786,-78.06389
Cherry Hill,PA,41.91117,-80.44785
Cherry Dale,PA,40.08011,-75.26129
Cherry Lane,PA,40.56923,-79.55977
Cherry Mills,PA,41.50369,-76.45883
Cherry Ridge,PA,41.53175,-75.27851
Cherry Run,PA,41.05534,-77.97862
Cherry Tree,PA,40.72645,-78.8067
Cherry Valley,PA,41.15701,-79.79894
Cherrytown,PA,41.68119,-76.2791
Cherrytree,PA,41.53284,-79.71839
Cherryville,PA,40.75398,-75.53852
Chest Springs,PA,40.58007,-78.60696
Chester Hill,PA,40.88978,-78.22835
Chester Springs,PA,40.0951,-75.61687
Chesterbrook,PA,40.07566,-75.45908
Chesterfield,PA,40.79395,-78.46974
Chestnut Crossroads,PA,40.05037,-77.45276
Chestnut Grove,PA,41.02506,-78.66003
Chestnut Ridge Acres,PA,40.54705,-75.10295
Chestnut View,PA,40.04121,-76.36996
Chestnut Wood Village,PA,40.06011,-74.98295
Cheswick,PA,40.54173,-79.79922
Chevy Chase Heights,PA,40.63673,-79.1442
Chewton,PA,40.88895,-80.3259
Chickaree,PA,40.4459,-78.88169
Chickentown,PA,40.68121,-75.38879
Chickies,PA,40.05704,-76.52469
Chicora,PA,40.94812,-79.74283
Childs,PA,41.55592,-75.52018
Chillisquaque,PA,40.94259,-76.85497
Chinchilla,PA,41.47508,-75.67713
Chippewa,PA,41.23786,-76.7769
Choconut,PA,41.97869,-75.99964
Christian Corner,PA,40.83093,-75.54935
Christian Hill,PA,41.85035,-77.35165
Christian Springs,PA,40.73426,-75.34074
Christmans,PA,40.96814,-75.64408
Christmansville,PA,40.97648,-75.67491
Christy Manor,PA,40.7384,-79.52866
Christleys Mills,PA,41.07951,-80.07367
Chrystal,PA,41.95979,-78.03
Chulasky,PA,40.95398,-76.66468
Churchill,PA,40.4384,-79.8431
Churchill Valley,PA,40.45896,-79.83366
Churchtown,PA,40.16509,-77.08415
Churchville,PA,40.1648,-78.51224
Circle Ville,PA,40.78923,-77.90611
Circleville,PA,40.32813,-79.73727
City View,PA,40.47535,-80.00061
Claghorn,PA,40.48785,-79.07503
Clairton,PA,40.29229,-79.88171
Cisna Run,PA,40.35258,-77.4311
Clappertown,PA,40.40313,-78.27529
Clappville,PA,41.69645,-79.7945
Clara,PA,41.89284,-78.10251
Clapp Lease,PA,41.39923,-79.52894
Clarence,PA,41.04811,-77.94028
Clarendon,PA,41.78006,-79.0931
Clarendon Heights,PA,41.79145,-79.10532
Claridge,PA,40.36562,-79.62226
Clarington,PA,41.33256,-79.12309
Clarion,PA,41.21479,-79.38532
Clarion Junction,PA,41.23701,-79.41699
Clark,PA,41.28617,-80.42757
Clarks Green,PA,41.49286,-75.69964
Clarks Mills,PA,41.39311,-80.18367
Clarks View,PA,41.22092,-76.28632
Clarksburg,PA,40.53368,-79.38198
Clarkstown,PA,41.19869,-76.72551
Claussville,PA,40.61426,-75.6538
Clarks Summit,PA,41.48869,-75.70852
Clay,PA,40.21843,-76.25551
Clay Ridge,PA,40.5026,-75.11545
Claypoole Heights,PA,40.62145,-79.19281
Claysburg,PA,40.29674,-78.44974
Claysville,PA,40.11785,-80.41034
Clayton,PA,40.41815,-75.57352
Claytonia,PA,41.00979,-79.967
Clear Run,PA,41.13756,-78.75475
Clear Spring,PA,40.0587,-77.06276
Clear Springs,PA,40.00426,-76.7358
Clear View,PA,40.00649,-76.6933
Clearfield,PA,41.02728,-78.43919
Clearfield Junction,PA,41.00117,-78.39724
Clearview,PA,40.0626,-76.30135
Clearview Manor,PA,40.27509,-76.78803
Clemo,PA,41.50398,-75.32407
Cleona,PA,40.33731,-76.47552
Clermont,PA,41.68951,-78.48835
Cleversburg,PA,40.03759,-77.4661
Cleversburg Junction,PA,40.05037,-77.46471
Clifford,PA,41.64897,-75.5988
Cliffs (historical),PA,40.01925,-78.47835
Clifton,PA,40.33118,-80.06811
Climax,PA,40.98423,-79.37615
Clinton,PA,40.48951,-80.29451
Clintondale,PA,41.01729,-77.52083
Clintonville,PA,41.19923,-79.87283
Cloe,PA,40.93701,-78.93253
Clokeyville (historical),PA,40.18118,-80.13756
Clover Creek,PA,40.30647,-78.27918
Clover,PA,41.05895,-80.35868
Clover Hill,PA,40.08591,-79.97894
Clover Run,PA,40.93395,-78.78003
Club Estates,PA,40.33009,-76.84553
Cloverly Acres,PA,40.55286,-76.93553
Clyde,PA,40.70815,-75.3949
Clymer,PA,40.66812,-79.0117
Coal Castle,PA,40.72287,-76.24522
Coal Center,PA,40.06841,-79.90171
Coal City,PA,41.31089,-79.81311
Coal Hill,PA,41.39089,-79.58366
Coal Hollow,PA,40.72951,-79.77755
Coal Glen,PA,41.21173,-78.85475
Coal Junction,PA,40.13619,-79.06197
Coal Valley,PA,40.31813,-79.90255
Coaldale,PA,40.93617,-78.16029
Coalmont,PA,40.21119,-78.20001
Coalport,PA,40.74784,-78.53447
Coaltown,PA,41.04451,-79.97256
Cobalt Ridge,PA,40.1565,-74.86905
Cobblesville,PA,40.08537,-77.33221
Cobham,PA,41.72395,-79.33394
Coburn,PA,40.49535,-78.42974
Cocalico,PA,40.2887,-76.20328
Cocalico House,PA,40.28176,-76.20356
Cochrans Mills,PA,40.67006,-79.4581
